doc_id,file_name,strategy,chunk_number,chunk_id,length_chars,content
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 12,hoc_bong_diem_ren_luyen::fixed_size::chunk_11,200,"ởng) điểm,
  trừ (phạt) điểm chi tiết trong mỗi nội dung.
+ Không đánh giá kết quả rèn luyện trong thời gian sinh viên nghỉ học có thời hạn vì lý do cá nhân
  (sức khỏe yếu, hoàn cảnh gia đình khó khă"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 13,hoc_bong_diem_ren_luyen::fixed_size::chunk_12,200,"n, …) và sau đó được nhà trường xem xét cho học tiếp.
+ Điểm rèn luyện của học kỳ là tổng điểm đạt được của 5 nội dung đánh giá chi tiết trong phiếu; Điểm
  rèn luyện của năm học là trung bình cộng củ"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 14,hoc_bong_diem_ren_luyen::fixed_size::chunk_13,200,"a điểm rèn luyện các học kỳ của năm học đó.
+ Điểm rèn luyện toàn khóa học là trung bình cộng của điểm rèn luyện các học kỳ của khóa học.
+ Phân loại kết quả rèn luyện: Kết quả rèn luyện được phân thà"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 15,hoc_bong_diem_ren_luyen::fixed_size::chunk_14,200,"nh các loại: xuất sắc (Từ 90 đến 100
  điểm), tốt (Từ 80 đến 89 điểm), khá (Từ 65 đến 79 điểm), trung bình (Từ 50 đến 64 điểm), yếu (Từ 35
  đến 49 điểm) và kém (Dưới 35 điểm).
+ Một số điểm cần lưu ý"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 16,hoc_bong_diem_ren_luyen::fixed_size::chunk_15,200,":

- Nếu sinh viên bị kỷ luật ở mức khiển trách thì kết quả rèn luyện không vượt quá loại khá. Sinh
  viên bị kỷ luật ở mức cảnh cáo thì kết quả rèn luyện không được vượt quá loại trung bình.
- Sinh v"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 17,hoc_bong_diem_ren_luyen::fixed_size::chunk_16,200,"iên bị kỷ luật ở mức đình chỉ học tập không được đánh giá rèn luyện trong thời gian bị
  đình chỉ. Đối với những trường hợp này tại thời điểm đã vi phạm kỷ luật nhưng chưa thi hành
  Quyết định kỷ luậ"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 18,hoc_bong_diem_ren_luyen::fixed_size::chunk_17,200,"t, thì điểm rèn luyện do Hội
  đồng cấp đơn vị quyết định nhưng không vượt quá loại yếu.
- Sinh viên bị kỷ luật ở mức buộc thôi học không được đánh giá kết quả rèn luyện.
- Sinh viên hoàn thành chương"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 19,hoc_bong_diem_ren_luyen::fixed_size::chunk_18,200," trình học và tốt nghiệp chậm so với quy định của khóa học thì tiếp
  tục được đánh giá kết quả rèn luyện trong thời gian đang hoàn thành bổ sung chương trình học và
  tốt nghiệp, tùy thuộc vào nguyên"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 20,hoc_bong_diem_ren_luyen::fixed_size::chunk_19,200," nhân để
  quy định mức đánh giá rèn luyện tại kỳ bổ sung.
- Sinh viên khuyết tật, tàn tật, mồ côi cả cha lẫn mẹ hoặc cha hoặc mẹ, hoàn cảnh đặc biệt khó
  khăn có xác nhận của địa phương theo quy địn"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 21,hoc_bong_diem_ren_luyen::fixed_size::chunk_20,200,"h đối với những hoạt động rèn luyện không có khả
  năng tham gia hoặc đáp ứng yêu cầu chung thì
  được ưu tiên, động viên, khuyến khích, cộng điểm khi đánh giá kết quả rèn luyện qua sự nỗ lực và
  tiế"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 22,hoc_bong_diem_ren_luyen::fixed_size::chunk_21,200,"n bộ của sinh viên tùy thuộc vào đối tượng và hoàn cảnh cụ thể.
- Sinh viên nghỉ học tạm thời được bảo lưu kết quả rèn luyện sẽ được đánh giá kết quả rèn luyện
  khi tiếp tục trở lại học tập theo quy "
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 23,hoc_bong_diem_ren_luyen::fixed_size::chunk_22,200,"định.
- Sinh viên học đồng thời hai chương trình đào tạo sẽ được đánh giá kết quả rèn luyện tại đơn vị
  quản lý chương trình thứ nhất và lấy ý kiến nhận xét của đơn vị quản lý chương trình thứ hai là"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 24,hoc_bong_diem_ren_luyen::fixed_size::chunk_23,200,"m
  căn cứ, cơ sở để đánh giá thêm. Trường
  hợp chương trình thứ nhất đã hoàn thành thì đơn vị quản lý chương trình thứ hai sẽ tiếp tục đánh
  giá kết quả rèn luyện của sinh viên.
- Sinh viên chuyển "
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 25,hoc_bong_diem_ren_luyen::fixed_size::chunk_24,200,"trường được sự đồng ý của lãnh đạo cả hai đơn vị đào tạo thì được bảo lưu kết
  quả rèn luyện của đơn vị đào tạo cũ khi học tại đơn vị đào tạo mới và tiếp tục được đánh giá kết
  quả rèn luyện ở các h"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,fixed_size,Chunk 26,hoc_bong_diem_ren_luyen::fixed_size::chunk_25,17,"ọc kỳ tiếp theo.
"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,by_sentences,Chunk 1,hoc_bong_diem_ren_luyen::by_sentences::chunk_0,1104,"* Học bổng khuyến khích học tập

+ Định mức học bổng KKHT:

- Sẽ được quy định và thông báo vào đầu mỗi năm học khi có định mức học phí của năm học đó. + Tiêu chí xét

- Sinh viên trong thời hạn đào tạo chuẩn có kết quả học tập, rèn luyện đạt từ loại khá trở lên và
  không bị kỷ luật từ mức khiển trách trở lên trong kỳ xét cấp học bổng;
- Tại học kỳ xét học bổng, sinh viên được xét cấp học bổng phải hoàn thành ít nhất 15 tín chỉ. Trường hợp đặc biệt do Hiệu trưởng đơn vị đào tạo quy định dựa trên đề xuất của Hội đồng: [cụ
  thể nếu số tín chỉ ít hơn 15: chỉ xem xét với các sinh viên là năm cuối, không còn học phần nào
  để học và với sinh viên năm nhất, học kỳ đầu tiên được nhà trường đăng kí môn học (nếu có)]

+ Mức học bổng

- Với sinh viên hệ chuẩn có 3 mức học bổng: Xuất sắc, Giỏi, Khá
- Với sinh viên CLC TT23 có 2 mức học bổng: Xuất sắc, Giỏi
- Với sinh viên ĐMKTKT có 2 mức học bổng: Xuất sắc, Giỏi

+ Nguyên tắc xét

- Nguồn học bổng KKHT được trích bằng 8% nguồn thu học phí theo Ngành học và Khóa học;
- Xét theo ngành học, khóa học, từ cao xuống thấp, đến khi hết kinh phí thì dừng."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,by_sentences,Chunk 2,hoc_bong_diem_ren_luyen::by_sentences::chunk_1,840,"* Học bổng ngoài ngân sách

+ Hàng năm sẽ có khoảng trên dưới 30 loại học bổng từ các cá nhân, tổ chức và doanh nghiệp trao cho
  các đối tượng khác nhau. Sinh viên theo dõi thông báo trên Website của nhà trường để biết và nộp hồ
  sơ. + Học bổng từ ĐHQGHN: [https://www.vnu.edu.vn/ttsk/?C2649/N28168/dHQGHN-co-hon-600-suat-hoc-bong-ngoai-ngan-sach-nam-hoc-2021-2022.htm](https://www.vnu.edu.vn/ttsk/?C2649/N28168/dHQGHN-co-hon-600-suat-hoc-bong-ngoai-ngan-sach-nam-hoc-2021-2022.html)

* Đánh giá điểm rèn luyện

+ Điểm rèn luyện được đánh giá bằng thang điểm 100 cho từng học kỳ, bằng tổng điểm đạt được của 5 nội
  dung; đối với mỗi nội dung có thể được cộng (thưởng) điểm và trừ (phạt) điểm, nhưng tổng số điểm mỗi
  nội dung đánh giá không vượt quá điểm tối đa của nội
  dung đánh giá tương ứng, tối thiểu là 0 điểm; không cho điểm lẻ."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,by_sentences,Chunk 3,hoc_bong_diem_ren_luyen::by_sentences::chunk_2,306,"+ Có mức điểm chuẩn chung về từng nội dung cho sinh viên không vi phạm nội quy, quy chế và quy định
  của Bộ GD&ĐT, ĐHQGHN, Trường Đại học Công nghệ và nơi cư trú (thường trú, tạm trú). Tổng của 5 mức
  điểm chuẩn này là 70 điểm. Sau đó sẽ cộng (thưởng) điểm,
  trừ (phạt) điểm chi tiết trong mỗi nội dung."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,by_sentences,Chunk 4,hoc_bong_diem_ren_luyen::by_sentences::chunk_3,479,"+ Không đánh giá kết quả rèn luyện trong thời gian sinh viên nghỉ học có thời hạn vì lý do cá nhân
  (sức khỏe yếu, hoàn cảnh gia đình khó khăn, …) và sau đó được nhà trường xem xét cho học tiếp. + Điểm rèn luyện của học kỳ là tổng điểm đạt được của 5 nội dung đánh giá chi tiết trong phiếu; Điểm
  rèn luyện của năm học là trung bình cộng của điểm rèn luyện các học kỳ của năm học đó. + Điểm rèn luyện toàn khóa học là trung bình cộng của điểm rèn luyện các học kỳ của khóa học."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,by_sentences,Chunk 5,hoc_bong_diem_ren_luyen::by_sentences::chunk_4,453,"+ Phân loại kết quả rèn luyện: Kết quả rèn luyện được phân thành các loại: xuất sắc (Từ 90 đến 100
  điểm), tốt (Từ 80 đến 89 điểm), khá (Từ 65 đến 79 điểm), trung bình (Từ 50 đến 64 điểm), yếu (Từ 35
  đến 49 điểm) và kém (Dưới 35 điểm). + Một số điểm cần lưu ý:

- Nếu sinh viên bị kỷ luật ở mức khiển trách thì kết quả rèn luyện không vượt quá loại khá. Sinh
  viên bị kỷ luật ở mức cảnh cáo thì kết quả rèn luyện không được vượt quá loại trung bình."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,by_sentences,Chunk 6,hoc_bong_diem_ren_luyen::by_sentences::chunk_5,378,"- Sinh viên bị kỷ luật ở mức đình chỉ học tập không được đánh giá rèn luyện trong thời gian bị
  đình chỉ. Đối với những trường hợp này tại thời điểm đã vi phạm kỷ luật nhưng chưa thi hành
  Quyết định kỷ luật, thì điểm rèn luyện do Hội
  đồng cấp đơn vị quyết định nhưng không vượt quá loại yếu. - Sinh viên bị kỷ luật ở mức buộc thôi học không được đánh giá kết quả rèn luyện."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,by_sentences,Chunk 7,hoc_bong_diem_ren_luyen::by_sentences::chunk_6,834,"- Sinh viên hoàn thành chương trình học và tốt nghiệp chậm so với quy định của khóa học thì tiếp
  tục được đánh giá kết quả rèn luyện trong thời gian đang hoàn thành bổ sung chương trình học và
  tốt nghiệp, tùy thuộc vào nguyên nhân để
  quy định mức đánh giá rèn luyện tại kỳ bổ sung. - Sinh viên khuyết tật, tàn tật, mồ côi cả cha lẫn mẹ hoặc cha hoặc mẹ, hoàn cảnh đặc biệt khó
  khăn có xác nhận của địa phương theo quy định đối với những hoạt động rèn luyện không có khả
  năng tham gia hoặc đáp ứng yêu cầu chung thì
  được ưu tiên, động viên, khuyến khích, cộng điểm khi đánh giá kết quả rèn luyện qua sự nỗ lực và
  tiến bộ của sinh viên tùy thuộc vào đối tượng và hoàn cảnh cụ thể. - Sinh viên nghỉ học tạm thời được bảo lưu kết quả rèn luyện sẽ được đánh giá kết quả rèn luyện
  khi tiếp tục trở lại học tập theo quy định."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,by_sentences,Chunk 8,hoc_bong_diem_ren_luyen::by_sentences::chunk_7,610,"- Sinh viên học đồng thời hai chương trình đào tạo sẽ được đánh giá kết quả rèn luyện tại đơn vị
  quản lý chương trình thứ nhất và lấy ý kiến nhận xét của đơn vị quản lý chương trình thứ hai làm
  căn cứ, cơ sở để đánh giá thêm. Trường
  hợp chương trình thứ nhất đã hoàn thành thì đơn vị quản lý chương trình thứ hai sẽ tiếp tục đánh
  giá kết quả rèn luyện của sinh viên. - Sinh viên chuyển trường được sự đồng ý của lãnh đạo cả hai đơn vị đào tạo thì được bảo lưu kết
  quả rèn luyện của đơn vị đào tạo cũ khi học tại đơn vị đào tạo mới và tiếp tục được đánh giá kết
  quả rèn luyện ở các học kỳ tiếp theo."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 1,hoc_bong_diem_ren_luyen::recursive::chunk_0,168,"
* Học bổng khuyến khích học tập

+ Định mức học bổng KKHT:

- Sẽ được quy định và thông báo vào đầu mỗi năm học khi có định mức học phí của năm học đó.

+ Tiêu chí xét"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 2,hoc_bong_diem_ren_luyen::recursive::chunk_1,170,"- Sinh viên trong thời hạn đào tạo chuẩn có kết quả học tập, rèn luyện đạt từ loại khá trở lên và
  không bị kỷ luật từ mức khiển trách trở lên trong kỳ xét cấp học bổng;"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 3,hoc_bong_diem_ren_luyen::recursive::chunk_2,190,"- Tại học kỳ xét học bổng, sinh viên được xét cấp học bổng phải hoàn thành ít nhất 15 tín chỉ.
  Trường hợp đặc biệt do Hiệu trưởng đơn vị đào tạo quy định dựa trên đề xuất của Hội đồng: [cụ"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 4,hoc_bong_diem_ren_luyen::recursive::chunk_3,191,"  thể nếu số tín chỉ ít hơn 15: chỉ xem xét với các sinh viên là năm cuối, không còn học phần nào
  để học và với sinh viên năm nhất, học kỳ đầu tiên được nhà trường đăng kí môn học (nếu có)]"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 5,hoc_bong_diem_ren_luyen::recursive::chunk_4,195,"+ Mức học bổng

- Với sinh viên hệ chuẩn có 3 mức học bổng: Xuất sắc, Giỏi, Khá
- Với sinh viên CLC TT23 có 2 mức học bổng: Xuất sắc, Giỏi
- Với sinh viên ĐMKTKT có 2 mức học bổng: Xuất sắc, Giỏi"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 6,hoc_bong_diem_ren_luyen::recursive::chunk_5,186,"+ Nguyên tắc xét

- Nguồn học bổng KKHT được trích bằng 8% nguồn thu học phí theo Ngành học và Khóa học;
- Xét theo ngành học, khóa học, từ cao xuống thấp, đến khi hết kinh phí thì dừng."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 7,hoc_bong_diem_ren_luyen::recursive::chunk_6,26,* Học bổng ngoài ngân sách
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 8,hoc_bong_diem_ren_luyen::recursive::chunk_7,99,"+ Hàng năm sẽ có khoảng trên dưới 30 loại học bổng từ các cá nhân, tổ chức và doanh nghiệp trao cho"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 9,hoc_bong_diem_ren_luyen::recursive::chunk_8,107,"  các đối tượng khác nhau. Sinh viên theo dõi thông báo trên Website của nhà trường để biết và nộp hồ
  sơ."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 10,hoc_bong_diem_ren_luyen::recursive::chunk_9,21,+ Học bổng từ ĐHQGHN:
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 11,hoc_bong_diem_ren_luyen::recursive::chunk_10,200,[https://www.vnu.edu.vn/ttsk/?C2649/N28168/dHQGHN-co-hon-600-suat-hoc-bong-ngoai-ngan-sach-nam-hoc-2021-2022.htm](https://www.vnu.edu.vn/ttsk/?C2649/N28168/dHQGHN-co-hon-600-suat-hoc-bong-ngoai-ngan-s
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 12,hoc_bong_diem_ren_luyen::recursive::chunk_11,52,ach-nam-hoc-2021-2022.html)* Đánh giá điểm rèn luyện
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 13,hoc_bong_diem_ren_luyen::recursive::chunk_12,101,"+ Điểm rèn luyện được đánh giá bằng thang điểm 100 cho từng học kỳ, bằng tổng điểm đạt được của 5 nội"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 14,hoc_bong_diem_ren_luyen::recursive::chunk_13,157,"  dung; đối với mỗi nội dung có thể được cộng (thưởng) điểm và trừ (phạt) điểm, nhưng tổng số điểm mỗi
  nội dung đánh giá không vượt quá điểm tối đa của nội"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 15,hoc_bong_diem_ren_luyen::recursive::chunk_14,166,"  dung đánh giá tương ứng, tối thiểu là 0 điểm; không cho điểm lẻ.
+ Có mức điểm chuẩn chung về từng nội dung cho sinh viên không vi phạm nội quy, quy chế và quy định"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 16,hoc_bong_diem_ren_luyen::recursive::chunk_15,159,"  của Bộ GD&ĐT, ĐHQGHN, Trường Đại học Công nghệ và nơi cư trú (thường trú, tạm trú). Tổng của 5 mức
  điểm chuẩn này là 70 điểm. Sau đó sẽ cộng (thưởng) điểm,"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 17,hoc_bong_diem_ren_luyen::recursive::chunk_16,145,"  trừ (phạt) điểm chi tiết trong mỗi nội dung.
+ Không đánh giá kết quả rèn luyện trong thời gian sinh viên nghỉ học có thời hạn vì lý do cá nhân"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 18,hoc_bong_diem_ren_luyen::recursive::chunk_17,197,"  (sức khỏe yếu, hoàn cảnh gia đình khó khăn, …) và sau đó được nhà trường xem xét cho học tiếp.
+ Điểm rèn luyện của học kỳ là tổng điểm đạt được của 5 nội dung đánh giá chi tiết trong phiếu; Điểm"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 19,hoc_bong_diem_ren_luyen::recursive::chunk_18,182,"  rèn luyện của năm học là trung bình cộng của điểm rèn luyện các học kỳ của năm học đó.
+ Điểm rèn luyện toàn khóa học là trung bình cộng của điểm rèn luyện các học kỳ của khóa học."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 20,hoc_bong_diem_ren_luyen::recursive::chunk_19,98,+ Phân loại kết quả rèn luyện: Kết quả rèn luyện được phân thành các loại: xuất sắc (Từ 90 đến 100
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 21,hoc_bong_diem_ren_luyen::recursive::chunk_20,164,"  điểm), tốt (Từ 80 đến 89 điểm), khá (Từ 65 đến 79 điểm), trung bình (Từ 50 đến 64 điểm), yếu (Từ 35
  đến 49 điểm) và kém (Dưới 35 điểm).
+ Một số điểm cần lưu ý:"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 22,hoc_bong_diem_ren_luyen::recursive::chunk_21,188,"- Nếu sinh viên bị kỷ luật ở mức khiển trách thì kết quả rèn luyện không vượt quá loại khá. Sinh
  viên bị kỷ luật ở mức cảnh cáo thì kết quả rèn luyện không được vượt quá loại trung bình."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 23,hoc_bong_diem_ren_luyen::recursive::chunk_22,188,"- Sinh viên bị kỷ luật ở mức đình chỉ học tập không được đánh giá rèn luyện trong thời gian bị
  đình chỉ. Đối với những trường hợp này tại thời điểm đã vi phạm kỷ luật nhưng chưa thi hành"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 24,hoc_bong_diem_ren_luyen::recursive::chunk_23,189,"  Quyết định kỷ luật, thì điểm rèn luyện do Hội
  đồng cấp đơn vị quyết định nhưng không vượt quá loại yếu.
- Sinh viên bị kỷ luật ở mức buộc thôi học không được đánh giá kết quả rèn luyện."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 25,hoc_bong_diem_ren_luyen::recursive::chunk_24,194,"- Sinh viên hoàn thành chương trình học và tốt nghiệp chậm so với quy định của khóa học thì tiếp
  tục được đánh giá kết quả rèn luyện trong thời gian đang hoàn thành bổ sung chương trình học và"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 26,hoc_bong_diem_ren_luyen::recursive::chunk_25,187,"  tốt nghiệp, tùy thuộc vào nguyên nhân để
  quy định mức đánh giá rèn luyện tại kỳ bổ sung.
- Sinh viên khuyết tật, tàn tật, mồ côi cả cha lẫn mẹ hoặc cha hoặc mẹ, hoàn cảnh đặc biệt khó"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 27,hoc_bong_diem_ren_luyen::recursive::chunk_26,141,"  khăn có xác nhận của địa phương theo quy định đối với những hoạt động rèn luyện không có khả
  năng tham gia hoặc đáp ứng yêu cầu chung thì"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 28,hoc_bong_diem_ren_luyen::recursive::chunk_27,167,"  được ưu tiên, động viên, khuyến khích, cộng điểm khi đánh giá kết quả rèn luyện qua sự nỗ lực và
  tiến bộ của sinh viên tùy thuộc vào đối tượng và hoàn cảnh cụ thể."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 29,hoc_bong_diem_ren_luyen::recursive::chunk_28,141,"- Sinh viên nghỉ học tạm thời được bảo lưu kết quả rèn luyện sẽ được đánh giá kết quả rèn luyện
  khi tiếp tục trở lại học tập theo quy định."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 30,hoc_bong_diem_ren_luyen::recursive::chunk_29,195,"- Sinh viên học đồng thời hai chương trình đào tạo sẽ được đánh giá kết quả rèn luyện tại đơn vị
  quản lý chương trình thứ nhất và lấy ý kiến nhận xét của đơn vị quản lý chương trình thứ hai làm"
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 31,hoc_bong_diem_ren_luyen::recursive::chunk_30,178,"  căn cứ, cơ sở để đánh giá thêm. Trường
  hợp chương trình thứ nhất đã hoàn thành thì đơn vị quản lý chương trình thứ hai sẽ tiếp tục đánh
  giá kết quả rèn luyện của sinh viên."
hoc_bong_diem_ren_luyen,hoc_bong_diem_ren_luyen.md,recursive,Chunk 32,hoc_bong_diem_ren_luyen::recursive::chunk_31,195,"- Sinh viên chuyển trường được sự đồng ý của lãnh đạo cả hai đơn vị đào tạo thì được bảo lưu kết
  quả rèn luyện của đơn vị đào tạo cũ khi học tại đơn vị đào tạo mới và tiếp tục được đánh giá kết"
